"id","name","description","wbs","current_status","Resource","PlannedStartDate","PlannedEndDate","ActualStartDate","ActualEndDate","action","predecessor_successor","progress","assigned_to","proj_id","created_at","updated_at","ActualResource"
"2618","classification taxonomy Final","","5.3",2,"Erika","2024-05-30 22:37:10.456","2024-06-22 22:37:10.456","2024-06-21 22:37:10.456","2024-06-24 22:37:10.456","","",8,"24","1","2024-07-10 19:33:22.303145","2024-07-30 19:33:08.019314",""
"2619","Review assumptions for logical data model","","5.5",2,"Eli C","2024-05-30 22:37:10.456","2024-06-29 22:37:10.456","2024-06-23 22:37:10.456","2024-06-24 22:37:10.456","","",3,"14","1","2024-07-10 19:33:33.568196","2024-07-30 19:33:08.766227",""
"2620","Review and validation","","5.6",2,"Chantal S","2024-05-29 22:37:10.456","2024-07-06 22:37:10.456","2024-06-24 22:37:10.456","2024-06-24 22:37:10.456","","",13,"7","1","2024-07-10 19:33:38.595398","2024-07-11 02:45:25.323034",""
"2621","Populate the POC with New Pig's data to include up to 80% data fill within the newly designed Mats schema","","6.0",2,"Chantal S","2024-06-29 10:18:09.051","2024-06-30 10:18:09.051","2024-07-01 10:18:09.051","2024-07-02 10:18:09.051","","",200,"7","1","2024-07-10 19:33:47.401274","2024-07-30 19:33:08.018657",""
"2622","Populate data(332 products)","","6.1",3,"Chantal S","2024-06-29 10:18:09.051","2024-07-06 10:18:09.051","2024-07-02 10:18:09.051","2024-07-02 10:18:09.051","","",13,"7","1","2024-07-10 19:33:57.839773","2024-08-06 18:28:32.947163",""
"2623","Review and validation","","6.2",2,"Chantal S","2024-07-06 10:18:09.051","2024-07-13 10:18:09.051","2024-07-03 10:18:09.051","2024-07-05 10:18:09.051","","",38,"7","1","2024-07-10 19:34:03.64319","2024-07-11 02:45:25.322366",""
"2624","Taxonomy Build Complete","","6.3",2,"Chantal S","2024-07-20 10:18:09.051","2024-07-20 10:18:09.051","2024-07-04 10:18:09.051","2024-07-06 10:18:09.051","","",200,"7","1","2024-07-10 19:34:08.059067","2024-07-30 19:33:08.020032",""
"2625","taxonomy navigation studies leveraging the Treejack tool","","7.0",3,"Chantal S","2024-07-06 10:18:09.051","2024-07-13 10:18:09.051","2024-07-05 10:18:09.051","2024-07-07 10:18:09.051","","",13,"7","1","2024-07-10 19:34:12.950894","2024-08-06 18:36:02.525853",""
"2626","Study setup","","7.2",2,"Chantal S","2024-07-06 10:18:09.051","2024-07-06 10:18:09.051","2024-07-07 10:18:09.051","2024-07-15 10:18:09.051","","",600,"7","1","2024-07-10 19:34:22.334057","2024-07-16 12:35:30.479112",""
"2627","Launch & execute","","7.3",2,"Chantal S","2024-07-06 10:18:09.051","2024-07-11 10:18:09.051","2024-07-08 10:18:09.051","2024-07-16 10:18:09.051","","",133,"7","1","2024-07-10 19:34:27.238238","2024-07-30 19:33:08.054685",""
"2628","Tasks (Test 1) First iteration","","7.4",3,"Chantal S","2024-07-06 10:18:09.051","2024-07-09 10:18:09.051","2024-07-09 10:18:09.051","2024-07-12 10:18:09.051","","",100,"7","1","2024-07-10 19:34:38.095252","2024-08-06 18:35:39.611804",""
"2629","Adjust and set up secondary test","","7.5",2,"Chantal S","2024-07-09 10:18:09.051","2024-07-10 10:18:09.051","2024-07-10 10:18:09.051","2024-07-19 10:18:09.051","","",400,"7","1","2024-07-10 19:35:06.436618","2024-07-16 12:35:32.521095",""
"2630","Tasks (Test 2) Second Iteration","","7.6",2,"Chantal S","2024-07-10 10:18:09.051","2024-07-11 10:18:09.051","2024-07-11 10:18:09.051","2024-07-15 10:18:09.051","","",150,"7","1","2024-07-10 19:35:15.841821","2024-07-30 19:33:08.146065",""
"2631","Study setup complete","","7.7",2,"Chantal S","2024-07-10 10:18:09.051","2024-07-11 10:18:09.051","2024-07-12 10:18:09.051","2024-07-18 10:18:09.051","","",250,"7","1","2024-07-10 19:35:24.543267","2024-07-30 19:33:08.877606",""
"2632","Launch & execute (user groups)","","7.8",2,"Chantal S","2024-07-11 10:18:09.051","2024-07-13 10:18:09.051","2024-07-13 10:18:09.051","2024-07-15 10:18:09.051","","",33,"7","1","2024-07-10 19:35:29.543496","2024-07-16 12:35:32.536249",""
"2633","Ongoing ad-hoc support","","8.0",2,"Chantal S","2024-07-12 10:18:09.051","2024-07-14 10:18:09.051","2024-07-14 10:18:09.051","2024-07-18 10:18:09.051","","",133,"7","1","2024-07-10 19:35:34.534073","2024-07-30 19:33:08.19197",""
"2634","Gather industry specific practices and present","","9.1",2,"Chantal S","2024-07-14 10:18:09.051","2024-07-25 10:18:09.051","2024-07-16 10:18:09.051","2024-07-24 10:18:09.051","","",58,"7","1","2024-07-10 19:35:39.999483","2024-07-30 19:33:08.996873",""
"2635","Share industry practices support(session)","","10.1",2,"Chantal S","2024-07-13 10:18:09.051","2024-07-13 10:18:09.051","2024-07-18 10:18:09.051","2024-07-20 10:18:09.051","","",200,"7","1","2024-07-10 19:35:45.464286","2024-07-16 12:35:32.585025",""
"2636","Recommendations and review complete","","10.2",2,"Chantal S","2024-07-13 10:18:09.051","2024-07-13 10:18:09.051","2024-07-19 10:18:09.051","2024-07-26 10:18:09.051","","",600,"7","1","2024-07-10 19:35:52.682351","2024-07-30 19:33:08.266005",""
"2637","Identify format for data delivery","","11.1",2,"Eli C","2024-07-03 10:18:09.051","2024-07-03 10:18:09.051","2024-07-21 10:18:09.051","2024-07-26 10:18:09.051","","",500,"14","1","2024-07-10 19:35:56.206857","2024-07-30 19:33:08.909706",""
"2638","Prepare & Delivery files export to Hybris:","","11.2",2,"Sarah S","2024-07-03 10:18:09.051","2024-07-17 10:18:09.051","2024-07-22 10:18:09.051","2024-07-29 10:18:09.051","","",40,"15","1","2024-07-10 19:36:04.902723","2024-07-16 12:35:32.533517",""
"2639","Hierarchy file","","11.2",2,"Sarah S","2024-07-03 10:18:09.051","2024-07-17 10:18:09.051","2024-07-23 10:18:09.051","2024-07-30 10:18:09.051","","",40,"15","1","2024-07-10 19:36:09.419764","2024-07-30 19:33:08.265312",""
"2640","Prepare & Delivery files export to Hybris:","","11.2",2,"Sarah S","2024-07-03 10:18:09.051","2024-07-17 10:18:09.051","2024-07-22 10:18:09.051","2024-07-29 10:18:09.051","","",40,"15","1","2024-07-10 19:36:14.260006","2024-07-30 19:33:09.021136",""
"2641","Attribute value file","","11.5",2,"Sarah S","2024-07-03 10:18:09.051","2024-07-17 10:18:09.051","2024-07-25 10:18:09.051","2024-08-05 10:18:09.051","","",53,"15","1","2024-07-10 19:36:18.747048","2024-07-25 00:37:45.882354",""
"2642","Item attribute file","","11.6",2,"Eli C","2024-07-03 10:18:09.051","2024-07-17 10:18:09.051","2024-07-26 10:18:09.051","2024-08-05 10:18:09.051","","",47,"14","1","2024-07-10 19:36:24.212216","2024-07-30 19:33:08.267263",""
"2643","Item entity file","","11.7",2,"Sarah S","2024-07-03 10:18:09.051","2024-07-17 10:18:09.051","2024-07-27 10:18:09.051","2024-08-01 10:18:09.051","","",27,"15","1","2024-07-10 19:36:31.486419","2024-07-30 19:33:09.020525",""
"2644","Schema file(attrb to hierarchy)","","11.8",2,"Sarah S","2024-07-03 10:18:09.051","2024-07-17 10:18:09.051","2024-07-28 10:18:09.051","2024-08-25 10:18:09.051","","",133,"15","1","2024-07-10 19:36:36.168946","2024-07-25 00:37:46.215939",""
"2645","Review and Validation","","11.10",2,"Chantal S","2024-07-04 10:18:09.051","2024-07-08 10:18:09.051","2024-07-29 10:18:09.051","2024-08-30 10:18:09.051","","",500,"7","1","2024-07-10 19:36:40.782325","2024-07-30 19:33:08.289693",""
"2646","Review and Validation","","11.11",2,"Terry J","2024-07-17 10:18:09.051","2024-07-17 10:18:09.051","2024-07-30 10:18:09.051","2024-08-05 10:18:09.051","","",500,"3","1","2024-07-10 19:36:45.088536","2024-07-30 19:33:09.019993",""
"2647","Develop a strawman with Draft","","12.1",2,"Sarah S","2024-07-25 10:18:09.051","2024-07-29 10:18:09.051","2024-08-01 10:18:09.051","2024-08-24 10:18:09.051","","",340,"15","1","2024-07-10 19:36:50.690267","2024-07-25 00:37:46.146555",""
"2648","IT internal review","","12.2",2,"Leann L","2024-07-26 10:18:09.051","2024-07-27 10:18:09.051","2024-08-02 10:18:09.051","2024-08-24 10:18:09.051","","",800,"15","1","2024-07-10 19:36:54.702673","2024-07-30 19:33:08.402185",""
"2649","Working sessions with business and technical stakeholders","","12.3",2,"Eli C","2024-06-29 10:18:09.051","2024-07-06 10:18:09.051","2024-08-03 10:18:09.051","2024-08-24 10:18:09.051","","",188,"14","1","2024-07-10 19:36:59.442323","2024-07-30 19:33:09.10575",""
"2650","Align with delivery files","","12.4",2,"Sarah S","2024-07-06 10:18:09.051","2024-07-06 10:18:09.051","2024-08-04 10:18:09.051","2024-08-24 10:18:09.051","","",1500,"15","1","2024-07-10 19:37:07.388773","2024-07-25 00:37:46.221562",""
"2651","Define where Mats product group 'will live' within the data model(excludes the implementation into PAL or Hybris) ","","12.5",2,"Eli C","2024-07-06 10:18:09.051","2024-07-06 10:18:09.051","2024-08-05 10:18:09.051","2024-08-24 10:18:09.051","","",1500,"14","1","2024-07-10 19:37:12.065847","2024-07-30 19:33:08.451269",""
"2652","Review and Validation","","12.6",2,"Eli C","2024-06-29 10:18:09.051","2024-07-06 10:18:09.051","2024-08-06 10:18:09.051","2024-08-24 10:18:09.051","","",175,"14","1","2024-07-10 19:37:16.889577","2024-07-30 19:33:09.154286",""
"2653","Version 1 Release including Data Dictionary","","12.7",2,"Eli C","2024-06-06 10:18:09.051","2024-07-06 10:18:09.051","2024-08-07 10:18:09.051","2024-08-24 10:18:09.051","","",1300,"14","1","2024-07-10 19:37:23.328547","2024-07-25 00:37:46.186467",""
"2654","Final model delivery","","12.8",2,"Eli C","2024-07-20 10:18:09.051","2024-07-20 10:18:09.051","2024-08-08 10:18:09.051","2024-08-24 10:18:09.051","","",1200,"14","1","2024-07-10 19:37:27.309429","2024-07-30 19:33:08.516918",""
"2655","Kick-off and stakeholders introduction","","13.3",2,"Eli C","2024-05-30 10:18:09.051","2024-06-01 10:18:09.051","2024-08-12 10:18:09.051","2024-08-16 10:18:09.051","","",167,"14","1","2024-07-10 19:37:35.013998","2024-07-30 19:33:09.224957",""
"2656","Kick-off and stakeholders introduction","","13.3",2,"Eli C","2024-05-30 10:18:09.051","2024-06-01 10:18:09.051","2024-08-12 10:18:09.051","2024-08-16 10:18:09.051","","",167,"14","1","2024-07-10 19:37:43.556992","2024-07-25 00:38:26.131479",""
"2657","Review and Validation(DAM) v1 feedback","","13.5",2,"Sarah S","2024-06-11 10:18:09.051","2024-06-15 10:18:09.051","2024-08-14 10:18:09.051","2024-08-16 10:18:09.051","","",60,"15","1","2024-07-10 19:37:47.562165","2024-07-30 19:33:08.534117",""
"2658","Requirements Prioritizations of PIM/DAM","","13.2",2,"Eli C","2024-05-30 10:18:09.051","2024-06-04 10:18:09.051","2024-08-11 10:18:09.051","2024-08-15 10:18:09.051","","",67,"14","1","2024-07-10 19:38:06.351144","2024-07-30 19:33:09.257177",""
"2659","Logical Model session 2","","13.7",2,"Eli C","2024-06-15 10:18:09.051","2024-06-22 10:18:09.051","2024-08-16 10:18:09.051","2024-08-30 10:18:09.051","","",138,"14","1","2024-07-10 19:38:11.092838","2024-07-25 00:38:26.754508",""
"2660","Final Requirements Recommendations","","13.8",2,"Terry J","2024-06-22 10:18:09.051","2024-06-22 10:18:09.051","2024-08-17 10:18:09.051","2024-08-29 10:18:09.051","","",900,"3","1","2024-07-10 19:38:15.353255","2024-07-30 19:33:08.534738",""
"2661","Conduct PIM/DAM requirements gathering sessions with New Pig","","13.1",2,"Eli C","2024-05-30 10:18:09.051","2024-06-08 10:18:09.051","2024-08-10 10:18:09.051","2024-08-12 10:18:09.051","","",10,"14","1","2024-07-10 19:38:20.119778","2024-07-30 19:33:09.266286",""
"2662","Perform analysis","","14.4",2,"Chantal S","2024-07-06 10:18:09.051","2024-07-13 10:18:09.051","2024-08-22 10:18:09.051","2024-09-14 10:18:09.051","","",213,"7","1","2024-07-10 19:38:25.024434","2024-07-25 00:38:26.711172",""
"2663","Identify 6-8 PIM/DAM products that align with New Pig's requirements and disseminate an RFP to those vendors","","14.1",2,"Chantal S","2024-05-30 10:18:09.051","2024-06-22 10:18:09.051","2024-08-19 10:18:09.051","2024-09-02 10:18:09.051","","",46,"7","1","2024-07-10 19:38:29.470874","2024-07-30 19:33:08.535492",""
"2664","RFP process","","14.2",2,"Chantal S","2024-05-30 10:18:09.051","2024-06-22 10:18:09.051","2024-08-21 10:18:09.051","2024-09-10 10:18:09.051","","",67,"7","1","2024-07-10 19:38:34.086521","2024-07-30 19:33:09.264573",""
"2665","Schedule internal EIS demos","","14.5",2,"Chantal S","2024-06-01 10:18:09.051","2024-06-30 10:18:09.051","2024-08-23 10:18:09.051","2024-09-14 10:18:09.051","","",53,"7","1","2024-07-10 19:38:43.525165","2024-07-26 00:33:52.563786",""
"2666","3 vendor finalists recommendations","","14.6",2,"Chantal S","2024-06-30 10:18:09.051","2024-07-18 10:18:09.051","2024-08-24 10:18:09.051","2024-09-14 10:18:09.051","","",79,"7","1","2024-07-10 19:38:49.619965","2024-07-30 19:33:08.634695",""
"2667","Schedule internal EIS demos","","14.5",2,"Chantal S","2024-06-01 10:18:09.051","2024-06-30 10:18:09.051","2024-08-23 10:18:09.051","2024-09-14 10:18:09.051","","",53,"7","1","2024-07-10 19:38:55.595008","2024-07-30 19:33:09.337806",""
"2668","Final draft of a PIM Vendor Scorecard document to highlight the three finalist hybrid PIM/DAM vendors and present to New Pig","","15.1",2,"Chantal S","2024-07-18 10:18:09.051","2024-07-18 10:18:09.051","2024-08-26 10:18:09.051","2024-09-14 10:18:09.051","","",1500,"7","1","2024-07-10 19:39:15.530761","2024-07-30 19:33:07.883605",""
"2669","Create project charter","","1.1",1,"","2009-04-01 08:00:00","2009-05-19 17:00:00","2009-04-01 08:00:00","2009-05-19 17:00:00","","",0,NULL,"23","2024-07-10 23:45:16.310086","2024-07-10 23:45:16.310086",""
"2670","Define VSE","","1.1.1",1,"","2009-04-01 08:00:00","2009-04-07 17:00:00","2009-04-01 08:00:00","2009-04-07 17:00:00","","",0,NULL,"23","2024-07-10 23:45:16.394643","2024-07-10 23:45:16.394643",""
"2671","Define scope of CVCM data governance program (in scope, out of scope)","","1.1.2",1,"","2009-04-28 08:00:00","2009-04-28 17:00:00","2009-04-28 08:00:00","2009-04-28 17:00:00","","",0,NULL,"23","2024-07-10 23:45:16.482369","2024-07-10 23:45:16.482369",""
"2672","Identify and document goals","","1.1.3",1,"","2009-04-22 08:00:00","2009-04-22 17:00:00","2009-04-22 08:00:00","2009-04-22 17:00:00","","",0,NULL,"23","2024-07-10 23:45:16.566549","2024-07-10 23:45:16.566549",""
"2673","Define value proposition ","","1.1.4",1,"","2009-04-27 08:00:00","2009-04-30 17:00:00","2009-04-27 08:00:00","2009-04-30 17:00:00","","",0,NULL,"23","2024-07-10 23:45:16.649301","2024-07-10 23:45:16.649301",""
"2674","Build business case","How do we justify this program","1.1.5",1,"","2009-04-28 08:00:00","2009-05-04 17:00:00","2009-04-28 08:00:00","2009-05-04 17:00:00","","",0,NULL,"23","2024-07-10 23:45:16.725393","2024-07-10 23:45:16.725393",""
"2675","Identify sponsors","","1.1.6",1,"","2009-04-21 08:00:00","2009-04-21 17:00:00","2009-04-21 08:00:00","2009-04-21 17:00:00","","",0,NULL,"23","2024-07-10 23:45:16.80961","2024-07-10 23:45:16.80961",""
"2676","Select team","","1.1.7",1,"","2009-04-13 08:00:00","2009-04-15 17:00:00","2009-04-13 08:00:00","2009-04-15 17:00:00","","",0,NULL,"23","2024-07-10 23:45:16.890802","2024-07-10 23:45:16.890802",""
"2677","Identify team members","","1.1.7.1",1,"","2009-04-13 08:00:00","2009-04-14 17:00:00","2009-04-13 08:00:00","2009-04-14 17:00:00","","",0,NULL,"23","2024-07-10 23:45:16.973509","2024-07-10 23:45:16.973509",""
"2678","Determine roles & responsibilities for team","","1.1.7.2",1,"","2009-04-15 08:00:00","2009-04-15 17:00:00","2009-04-15 08:00:00","2009-04-15 17:00:00","","",0,NULL,"23","2024-07-10 23:45:17.057545","2024-07-10 23:45:17.057545",""
"2679","Stakeholder analysis","","1.1.8",1,"","2009-04-21 08:00:00","2009-04-23 17:00:00","2009-04-21 08:00:00","2009-04-23 17:00:00","","",0,NULL,"23","2024-07-10 23:45:17.137256","2024-07-10 23:45:17.137256",""
"2680","Identify stakeholders","","1.1.8.1",1,"","2009-04-21 08:00:00","2009-04-23 17:00:00","2009-04-21 08:00:00","2009-04-23 17:00:00","","",0,NULL,"23","2024-07-10 23:45:17.217367","2024-07-10 23:45:17.217367",""
"2681","Analyze the influence and impact of the stakeholders to the program design and execution","","1.1.8.2",1,"","2009-04-21 08:00:00","2009-04-23 17:00:00","2009-04-21 08:00:00","2009-04-23 17:00:00","","",0,NULL,"23","2024-07-10 23:45:17.29797","2024-07-10 23:45:17.29797",""
"2682","Overall program deliverables","","1.1.9",1,"","2009-04-27 08:00:00","2009-04-29 17:00:00","2009-04-27 08:00:00","2009-04-29 17:00:00","","",0,NULL,"23","2024-07-10 23:45:17.381494","2024-07-10 23:45:17.381494",""
"2683","Define the different components of data governance framework","","1.1.9.1",1,"","2009-04-27 08:00:00","2009-04-29 17:00:00","2009-04-27 08:00:00","2009-04-29 17:00:00","","",0,NULL,"23","2024-07-10 23:45:17.465456","2024-07-10 23:45:17.465456",""
"2684","Define high level implementation steps","","1.1.9.1.1",1,"","2009-04-27 08:00:00","2009-04-29 17:00:00","2009-04-27 08:00:00","2009-04-29 17:00:00","","",0,NULL,"23","2024-07-10 23:45:17.546629","2024-07-10 23:45:17.546629",""
"2685","Identify use case and POC opportunities ","","1.1.9.1.2",1,"","2009-04-27 08:00:00","2009-04-28 17:00:00","2009-04-27 08:00:00","2009-04-28 17:00:00","","",0,NULL,"23","2024-07-10 23:45:17.634515","2024-07-10 23:45:17.634515",""
"2686","Funding","","1.1.10",1,"","2009-05-13 08:00:00","2009-05-15 17:00:00","2009-05-13 08:00:00","2009-05-15 17:00:00","","",0,NULL,"23","2024-07-10 23:45:17.714615","2024-07-10 23:45:17.714615",""
"2687","Funding - order of magnitude of project cost, per CC, EC and post EC","","1.1.10.1",1,"","2009-05-13 08:00:00","2009-05-15 17:00:00","2009-05-13 08:00:00","2009-05-15 17:00:00","","",0,NULL,"23","2024-07-10 23:45:17.798622","2024-07-10 23:45:17.798622",""
"2688","Resource requirements","","1.1.11",1,"","2009-05-13 08:00:00","2009-05-14 17:00:00","2009-05-13 08:00:00","2009-05-14 17:00:00","","",0,NULL,"23","2024-07-10 23:45:17.882768","2024-07-10 23:45:17.882768",""
"2689","Identify resources required and roles for data governance program","","1.1.11.1",1,"","2009-05-13 08:00:00","2009-05-14 17:00:00","2009-05-13 08:00:00","2009-05-14 17:00:00","","",0,NULL,"23","2024-07-10 23:45:17.97083","2024-07-10 23:45:17.97083",""
"2690","Constrains, assumptions and risks","","1.1.12",1,"","2009-05-18 08:00:00","2009-05-19 17:00:00","2009-05-18 08:00:00","2009-05-19 17:00:00","","",0,NULL,"23","2024-07-10 23:45:18.05474","2024-07-10 23:45:18.05474",""
"2691","Identify project assumptions and risks","Risks and assumptions identified for BC","1.1.12.1",1,"","2009-05-18 08:00:00","2009-05-19 17:00:00","2009-05-18 08:00:00","2009-05-19 17:00:00","","",0,NULL,"23","2024-07-10 23:45:18.142491","2024-07-10 23:45:18.142491",""
"2692","Program success factors","","1.1.13",1,"","2009-05-18 08:00:00","2009-05-19 17:00:00","2009-05-18 08:00:00","2009-05-19 17:00:00","","",0,NULL,"23","2024-07-10 23:45:18.222986","2024-07-10 23:45:18.222986",""
"2693","Define program success factors ","Program Success factors need to be both short term and long term. Should include POC success factors in the CC phase","1.1.13.1",1,"","2009-05-18 08:00:00","2009-05-19 17:00:00","2009-05-18 08:00:00","2009-05-19 17:00:00","","",0,NULL,"23","2024-07-10 23:45:18.30686","2024-07-10 23:45:18.30686",""
"2694","Communication Plan","","1.1.14",1,"","2009-05-13 08:00:00","2009-05-15 17:00:00","2009-05-13 08:00:00","2009-05-15 17:00:00","","",0,NULL,"23","2024-07-10 23:45:18.390485","2024-07-10 23:45:18.390485",""
"2695","Stakeholder engagement plan","","1.1.14.1",1,"","2009-05-13 08:00:00","2009-05-15 17:00:00","2009-05-13 08:00:00","2009-05-15 17:00:00","","",0,NULL,"23","2024-07-10 23:45:18.470622","2024-07-10 23:45:18.470622",""
"2696","Communication Plan","","1.1.14.2",1,"","2009-05-13 08:00:00","2009-05-15 17:00:00","2009-05-13 08:00:00","2009-05-15 17:00:00","","",0,NULL,"23","2024-07-10 23:45:18.554663","2024-07-10 23:45:18.554663",""
"2697","Create program charter document","","1.1.15",1,"","2009-04-28 08:00:00","2009-04-30 17:00:00","2009-04-28 08:00:00","2009-04-30 17:00:00","","",0,NULL,"23","2024-07-10 23:45:18.64269","2024-07-10 23:45:18.64269",""
"2698","Develop charter slides","","1.1.16",1,"","2009-04-29 08:00:00","2009-04-30 17:00:00","2009-04-29 08:00:00","2009-04-30 17:00:00","","",0,NULL,"23","2024-07-10 23:45:18.726689","2024-07-10 23:45:18.726689",""
